id,cid,label,ChineseSimplified,ChineseTraditional,English,Japanese,Korean,French,German,Spanish,Portuguese,Russian,Turkish,Thai,Indonesian,Vietnamese,Italian,Polish,Dutch,Swedish,Norwegian,Danish,Finnish,Ukrainian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100453,,Event,事件,事件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100454,,ExtractComplete,解压资源完成,解壓縮資源完成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100455,,ExtractingResources,解压资源中 {0}%,解壓縮資源中 {0}%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100456,,Faint,{sub}昏了过去。,{sub}昏了过去。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100457,,Female,女性,女性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100458,,FollowStart,{sub}决定跟随{obj}。,{sub}决定跟随{obj}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100459,,FollowStop,{sub}不再跟随{obj}。,{sub}不再跟随{obj}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100460,,Forge,锻造,鍛造,Forging,鍛冶,단조하다,Forger,Schmieden,Forjar,Forjar,Ковать,Dövme,ตีเหล็ก,Menempa,Rèn đúc,Forgiare,Kuwać,Smeden,Smidda,Smi,Smelte,Takoittaa,Кувати,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100461,,Gender,性别,性别,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100462,,GiveItemToItem,{sub}把{count}个{target}放进了{obj}。,{sub}把{count}个{target}放进了{obj}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100463,,GiveItemToLife,{sub}把{count}个{target}递给了{obj}。,{sub}把{count}个{target}递给了{obj}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100464,,GiveLifeToItem,{sub}把{target}关进了{obj}。,{sub}把{target}关进了{obj}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100465,,GiveLifeToLife,{sub}把{obj}交给了{obj}。,{sub}把{obj}交给了{obj}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100466,,Hostile,{sub}决定杀死{obj}！,{sub}决定杀死{obj}！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100467,,Hp,生命,生命,Life,生命,생명,Vie,Leben,Vida,Vida,Жизнь,Hayat,ชีวิต,Kehidupan,Sinh mệnh,Vita,Życie,Leven,Liv,Liv,Liv,Elämä,Життя,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100468,,Infant,幼年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100469,,InitializeConfirmButton,确认,確認,Confirm,確認,확인,Confirmer,Bestätigen,Confirmar,Confirmar,Подтвердить,Onayla,ยืนยัน,Konfirmasi,Xác nhận,Conferma,Potwierdź,Bevestigen,Bekräfta,Bekreft,Bekræft,Vahvista,Підтвердити,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100470,,InitializeDescription,一位出生在{Scene}的{Category}{Gender}。,一位出生在{Scene}的{Category}{Gender}。,A {Category} {Gender} born in {Scene}.,{Scene}で生まれた{Category}{Gender}。,{Scene}에서 태어난 {Category}{Gender}입니다.,Un(e) {Category} {Gender} né(e) à {Scene}.,"Ein(e) {Category} {Gender}, geboren in {Scene}.",Un(a) {Category} {Gender} nacido(a) en {Scene}.,Um(a) {Category} {Gender} nascido(a) em {Scene}.,"{Category} {Gender}, родившийся в {Scene}.",{Scene}’de doğan bir {Category} {Gender}.,{Scene} เกิด {Category}{Gender} คนหนึ่ง.,Seorang {Category} {Gender} yang lahir di {Scene}.,Một {Category} {Gender} sinh ra tại {Scene}.,Un(a) {Category} {Gender} nato(a) a {Scene}.,{Category} {Gender} urodzony(a) w {Scene}.,Een {Category} {Gender} geboren in {Scene}.,En {Category} {Gender} född i {Scene}.,En {Category} {Gender} født i {Scene}.,En {Category} {Gender} født i {Scene}.,{Scene}ssa syntynyt {Category} {Gender}.,"{Category} {Gender}, народжений у {Scene}.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100471,,InitializeErrorNameAlreadyExist,角色名称已存在,角色名稱已存在,Character name already exists,キャラクター名は既に存在します,캐릭터 이름이 이미 존재합니다,Le nom du personnage existe déjà,Der Charaktername existiert bereits,El nombre del personaje ya existe,O nome do personagem já existe,Имя персонажа уже существует,Karakter adı zaten var,ชื่อตัวละครมีอยู่แล้ว,Nama karakter sudah ada,Tên nhân vật đã tồn tại,Il nome del personaggio esiste già,Nazwa postaci już istnieje,De personagenaam bestaat al,Karaktärsnamnet finns redan,Karakternavnet finnes allerede,Karakternavnet findes allerede,Hahmon nimi on jo olemassa,Ім’я персонажа вже існує,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100472,,InitializeErrorNameEmpty,角色名称不能为空,角色名稱不能為空,Character name cannot be empty,キャラクター名を空にすることはできません,캐릭터 이름은 비워둘 수 없습니다,Le nom du personnage ne peut pas être vide,Der Charaktername darf nicht leer sein,El nombre del personaje no puede estar vacío,O nome do personagem não pode estar vazio,Имя персонажа не может быть пустым,Karakter adı boş olamaz,ชื่อตัวละครต้องไม่เว้นว่าง,Nama karakter tidak boleh kosong,Tên nhân vật không được để trống,Il nome del personaggio non può essere vuoto,Nazwa postaci nie może być pusta,De personagenaam mag niet leeg zijn,Karaktärsnamnet får inte vara tomt,Karakternavnet kan ikke være tomt,Karakternavnet må ikke være tomt,Hahmon nimi ei voi olla tyhjä,Ім’я персонажа не може бути порожнім,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100473,,InitializeErrorNameTooLong,角色名称过长,角色名稱過長,Character name is too long,キャラクター名が長すぎます,캐릭터 이름이 너무 깁니다,Le nom du personnage est trop long,Der Charaktername ist zu lang,El nombre del personaje es demasiado largo,O nome do personagem é muito longo,Имя персонажа слишком длинное,Karakter adı çok uzun,ชื่อตัวละครยาวเกินไป,Nama karakter terlalu panjang,Tên nhân vật quá dài,Il nome del personaggio è troppo lungo,Nazwa postaci jest za długa,De personagenaam is te lang,Karaktärsnamnet är för långt,Karakternavnet er for langt,Karakternavnet er for langt,Hahmon nimi on liian pitkä,Ім'я персонажа задовге,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100474,,InitializeErrorNameUnsafe,角色名称不能包含特殊字符,角色名稱不能包含特殊字符,Character name cannot contain special characters,キャラクター名に特殊文字を含めることはできません,캐릭터 이름에 특수 문자를 포함할 수 없습니다,Le nom du personnage ne peut pas contenir de caractères spéciaux,Der Charaktername darf keine Sonderzeichen enthalten,El nombre del personaje no puede contener caracteres especiales,O nome do personagem não pode conter caracteres especiais,Имя персонажа не может содержать специальные символы,Karakter adı özel karakterler içeremez,ชื่อตัวละครต้องไม่มีอักขระพิเศษ,Nama karakter tidak boleh berisi karakter khusus,Tên nhân vật không được chứa ký tự đặc biệt,Il nome del personaggio non può contenere caratteri speciali,Nazwa postaci nie może zawierać znaków specjalnych,De personagenaam mag geen speciale tekens bevatten,Karaktärsnamnet får inte innehålla specialtecken,Karakternavnet kan ikke inneholde spesialtegn,Karakternavnet må ikke indeholde specialtegn,Hahmon nimi ei saa sisältää erikoismerkkejä,Ім'я персонажа не може містити спеціальні символи,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100475,,InitializeNamePlaceholder,请输入角色名称...,請輸入角色名稱...,Please enter a character name...,キャラクター名を入力してください...,캐릭터 이름을 입력하세요...,Veuillez entrer un nom de personnage...,Bitte geben Sie einen Charakternamen ein...,"Por favor, ingrese un nombre de personaje...","Por favor, insira um nome de personagem...","Пожалуйста, введите имя персонажа...",Lütfen bir karakter adı girin...,กรุณาใส่ชื่อตัวละคร...,Silakan masukkan nama karakter...,Vui lòng nhập tên nhân vật...,Inserisci un nome del personaggio...,Proszę wprowadzić nazwę postaci...,Voer een personagenaam in...,Vänligen ange ett karaktärsnamn...,Vennligst skriv inn et karakternavn...,Indtast et karakternavn...,Syötä hahmon nimi...,"Будь ласка, введіть ім’я персонажа...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100476,,InitializeRandomButton,随机,隨機,Random,ランダム,랜덤,Aléatoire,Zufällig,Aleatorio,Aleatório,Случайно,Rastgele,สุ่ม,Acak,Ngẫu nhiên,Casuale,Losowy,Willekeurig,Slumpmässig,Tilfeldig,Tilfældig,Satunnainen,Випадково,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100477,,ItemLocked,已上锁：,已上锁：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100478,,Leave,{sub}朝{direction}走了过去。,{sub}朝{direction}走了过去。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100479,,Lemurian,雷姆利亚,雷姆利亞,Lemuria,レムリア,레무리아,Lémurie,Lemurien,Lemuria,Lemúria,Лемурия,Lemurya,เลมูเรีย,Lemuria,Lemuria,Lemuria,Lemuria,Lemurië,Lemurien,Lemuria,Lemurien,Lemuria,Лемурія,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100480,,Level,{level}级,{level}級,Level {level},レベル{level},레벨 {level},Niveau {level},Stufe {level},Nivel {level},Nível {level},Уровень {level},Seviye {level},ระดับ {level},Level {level},Cấp {level},Livello {level},Poziom {level},Niveau {level},Nivå {level},Nivå {level},Niveau {level},Taso {level},Рівень {level},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100481,,LoginAppVersionUnfit,客户端版本低，请前往paramedise.com下载最新版本,客戶端版本過低，請前往paramedise.com下載最新版本,"Client version outdated, please visit paramedise.com to download the latest version",クライアントのバージョンが古いです。paramedise.comから最新バージョンをダウンロードしてください,클라이언트 버전이 낮습니다. 최신 버전을 paramedise.com에서 다운로드하세요,"Version du client obsolète, veuillez télécharger la dernière version sur paramedise.com","Clientversion veraltet, bitte laden Sie die neueste Version von paramedise.com herunter","Versión del cliente desactualizada, visite paramedise.com para descargar la última versión","Versão do cliente desatualizada, baixe a mais recente em paramedise.com","Устаревшая версия клиента, скачайте последнюю версию на paramedise.com","İstemci sürümü eski, lütfen paramedise.com adresinden en son sürümü indirin",เวอร์ชันไคลเอนต์ล้าสมัย กรุณาไปที่ paramedise.com เพื่อดาวน์โหลดเวอร์ชันล่าสุด,"Versi klien sudah usang, silakan kunjungi paramedise.com untuk mengunduh versi terbaru","Phiên bản client đã cũ, vui lòng truy cập paramedise.com để tải bản mới nhất","Versione client obsoleta, scarica l’ultima versione da paramedise.com","Wersja klienta jest przestarzała, pobierz najnowszą z paramedise.com","Verouderde clientversie, download de nieuwste via paramedise.com","Kundversionen är föråldrad, ladda ner den senaste från paramedise.com","Klientversjonen er utdatert, last ned den nyeste fra paramedise.com","Klientversionen er forældet, download den nyeste på paramedise.com","Asiakasohjelman versio on vanhentunut, lataa uusin osoitteesta paramedise.com","Застаріла версія клієнта, завантажте нову на paramedise.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100482,,LoginPasswordError,账号已存在，密码错误,帳號已存在，密碼錯誤,"Account already exists, incorrect password",アカウントは既に存在します。パスワードが間違っています,계정이 이미 존재합니다. 비밀번호가 잘못되었습니다,"Le compte existe déjà, mot de passe incorrect","Das Konto existiert bereits, falsches Passwort","La cuenta ya existe, contraseña incorrecta","A conta já existe, senha incorreta","Аккаунт уже существует, неверный пароль","Hesap zaten mevcut, şifre yanlış",บัญชีมีอยู่แล้ว รหัสผ่านไม่ถูกต้อง,"Akun sudah ada, kata sandi salah","Tài khoản đã tồn tại, mật khẩu sai","L’account esiste già, password errata","Konto już istnieje, błędne hasło","Account bestaat al, onjuist wachtwoord","Kontot finns redan, fel lösenord","Konto finnes allerede, feil passord","Konto findes allerede, forkert adgangskode","Tili on jo olemassa, virheellinen salasana","Обліковий запис уже існує, неправильний пароль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100483,,LoginUnsafeAccount,账号和密码必须为6-20位字母或数字,帳號和密碼必須為6-20位字母或數字,Account and password must be 6-20 letters or numbers,アカウントとパスワードは6〜20文字の英数字でなければなりません,계정과 비밀번호는 6~20자의 영문자 또는 숫자여야 합니다,Le compte et le mot de passe doivent comporter entre 6 et 20 lettres ou chiffres,Das Konto und das Passwort müssen 6–20 Buchstaben oder Zahlen enthalten,La cuenta y la contraseña deben tener entre 6 y 20 letras o números,A conta e a senha devem ter entre 6 e 20 letras ou números,Аккаунт и пароль должны содержать от 6 до 20 букв или цифр,Hesap ve şifre 6-20 harf veya rakam olmalıdır,บัญชีและรหัสผ่านต้องมีความยาว 6-20 ตัวอักษรหรือตัวเลข,Akun dan kata sandi harus terdiri dari 6-20 huruf atau angka,Tài khoản và mật khẩu phải gồm 6–20 ký tự chữ hoặc số,L’account e la password devono contenere da 6 a 20 lettere o numeri,Konto i hasło muszą mieć od 6 do 20 liter lub cyfr,Account en wachtwoord moeten tussen 6 en 20 letters of cijfers bevatten,Konto och lösenord måste innehålla 6–20 bokstäver eller siffror,Konto og passord må bestå av 6–20 bokstaver eller tall,Konto og adgangskode skal bestå af 6–20 bogstaver eller tal,Tili ja salasana tulee sisältää 6–20 kirjainta tai numeroa,Обліковий запис і пароль мають містити від 6 до 20 літер або цифр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100484,,Lp,饮食,飲食,Food & Drink,飲食,음식과 음료,Nourriture et boisson,Essen & Trinken,Comida y bebida,Comida e bebida,Еда и напитки,Yiyecek ve içecek,อาหารและเครื่องดื่ม,Makanan & Minuman,Thức ăn & Đồ uống,Cibo e bevande,Jedzenie i napoje,Eten & Drinken,Mat & Dryck,Mat & Drikke,Mad & Drikke,Ruoka ja juoma,Їжа та напої,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100485,,Male,男性,男性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100486,,Mp,魔力,魔力,Mana,魔力,마력,Mana,Magie,Maná,Magia,Мана,Büyü gücü,พลังเวท,Mantra,Pháp lực,Magia,Magia,Magie,Magi,Magi,Magia,Taikuus,Мана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100487,,NoUpdateNeeded,无须更新，进入游戏,無須更新，進入遊戲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100488,,NoUpdateNeeded,资源已更新，启动游戏,资源已更新，启动游戏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100489,,Overhandle,{sub}已经拿不下{obj}了。,{sub}已经拿不下{obj}了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100490,,PartBroken,{sub}的{part}掉在了地上。,{sub}的{part}掉在了地上。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100491,,Pick,{sub}从{obj}拿起了{count}个{target}。,{sub}从{obj}拿起了{count}个{target}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100492,,Pp,伤势,伤势,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100493,,ReceiveToBag,{sub}将{count}个{item}放进了{bag}。,{sub}将{count}个{item}放进了{bag}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100494,,ReceiveToHand,{sub}将{count}个{item}拿在手上。,{sub}将{count}个{item}拿在手上。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100495,,Reward,奖励,奖励,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100496,,Sell,{sub}拿出{count}个{item}卖给{obj}。,{sub}拿出{count}个{item}卖给{obj}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100497,,SettingsCurrentLanguage,当前语言,當前語言,Current Language,現在の言語,현재 언어,Langue actuelle,Aktuelle Sprache,Idioma actual,Idioma atual,Текущий язык,Mevcut dil,ภาษาปัจจุบัน,Bahasa saat ini,Ngôn ngữ hiện tại,Lingua corrente,Aktualny język,Huidige taal,Nuvärande språk,Nåværende språk,Nuværende sprog,Nykyinen kieli,Поточна мова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100498,,SettingsLanguage,语言,語言,Language,言語,언어,Langue,Sprache,Idioma,Idioma,Язык,Dil,ภาษา,Bahasa,Ngôn ngữ,Lingua,Język,Taal,Språk,Språk,Sprog,Kieli,Мова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100499,,SettingsQuitGame,退出游戏,退出遊戲,Quit Game,ゲームを終了,게임 종료,Quitter le jeu,Spiel beenden,Salir del juego,Sair do jogo,Выйти из игры,Oyundan çık,ออกจากเกม,Keluar dari permainan,Thoát trò chơi,Esci dal gioco,Zakończ grę,Spel afsluiten,Avsluta spelet,Avslutt spillet,Afslut spillet,Lopeta peli,Вийти з гри,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100500,,SettingsReturnToMenu,返回主界面,返回主介面,Return to Main Menu,メインメニューに戻る,메인 화면으로 돌아가기,Retour au menu principal,Zum Hauptmenü zurückkehren,Volver al menú principal,Voltar ao menu principal,Вернуться в главное меню,Ana menüye dön,กลับสู่หน้าหลัก,Kembali ke menu utama,Trở về giao diện chính,Torna al menu principale,Wróć do menu głównego,Terug naar hoofdmenu,Till huvudmenyn,Til hovedmenyen,Til hovedmenuen,Palaa päävalikkoon,Повернутися до головного меню,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100501,,SettingsScreenAdaptive,屏幕自适应,螢幕自適應,Screen Adaptation,画面の自動調整,화면 자동 맞춤,Adaptation d'écran,Bildschirm-Anpassung,Adaptación de pantalla,Adaptação de tela,Адаптация экрана,Ekran uyumu,การปรับหน้าจออัตโนมัติ,Penyesuaian layar,Tự động điều chỉnh màn hình,Adattamento schermo,Dostosowanie ekranu,Schermadaptatie,Skärmanpassning,Skjermtilpasning,Skærmtilpasning,Näytön sovitus,Адаптація екрана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100502,缝纫,Sewing,缝纫,縫紉,Sewing,裁縫,재봉하다,Coudre,Nähen,Coser,Costurar,Шить,Reçine dikiş,Dar silai,เย็บผ้า,Menjahit,May vá,Cucire,Szyć,Naaien,Sy,Sy,Nålla,Шити,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100503,,StartDownloading,开始下载资源...,開始下載資源...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100504,,StartFooter,设备号{0}\n客户端{1} 热更新{2},設備號{0}\n客戶端{1} 熱更新{2},Device {0}\nClient {1} Hotfix {2},デバイスID {0}\nクライアント {1} ホットアップデート {2},기기 {0}\n클라이언트 {1} 핫픽스 {2},Appareil {0}\nClient {1} Mise à jour {2},Gerät {0}\nClient {1} Hotfix {2},Dispositivo {0}\nCliente {1} Actualización {2},Dispositivo {0}\nCliente {1} Atualização {2},Устройство {0}\nКлиент {1} Обновление {2},Cihaz {0}\nİstemci {1} Güncelleme {2},อุปกรณ์ {0}\nไคลเอนต์ {1} อัปเดต {2},Perangkat {0}\nKlien {1} Pembaruan {2},Thiết bị {0}\nClient {1} Cập nhật {2},Dispositivo {0}\nClient {1} Aggiornamento {2},Urządzenie {0}\nKlient {1} Aktualizacja {2},Apparaat {0}\nClient {1} Update {2},Enhet {0}\nKlient {1} Uppdatering {2},Enhet {0}\nKlient {1} Oppdatering {2},Enhed {0}\nKlient {1} Opdatering {2},Laite {0}\nAsiakas {1} Päivitys {2},Пристрій {0}\nКлієнт {1} Оновлення {2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100505,,StartLogin,启程,啟程,Depart,出発,출발,Départ,Abfahrt,Partida,Partida,Отправление,Hareket,ออกเดินทาง,Berangkat,Khởi hành,Partenza,Wyjazd,Vertrek,Avresa,Avreise,Afrejse,Lähtö,Відправлення,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100506,,StartTip,天下风云出我辈,天下風雲出我輩,Heroes Arise Among Us,天下の風雲、我らが輩より,천하의 영웅은 우리 중에서 태어난다,Les héros naissent parmi nous,Helden entstehen unter uns,Los héroes surgen entre nosotros,Heróis surgem entre nós,Герои восстают среди нас,Kahramanlar aramızda doğar,เหล่าฮีโร่ถือกำเนิดในหมู่เรา,Pahlawan muncul di antara kita,Anh hùng xuất thế giữa chúng ta,Gli eroi sorgono tra noi,Bohaterowie rodzą się wśród nas,Helden rijzen onder ons,Hjältar uppstår bland oss,Helter oppstår blant oss,Helte opstår blandt os,Sankarit nousevat keskuudestamme,Герої постають серед нас,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100507,,StartTitle,自由江湖,自由江湖,Free Martial World,自由な江湖,자유로운 강호,Monde martial libre,Freie Kampfwelt,Mundo marcial libre,Mundo marcial livre,Свободный мир боевых искусств,Özgür dövüş dünyası,ยุทธภพเสรี,Dunia bela diri bebas,Giang hồ tự do,Mondo marziale libero,Wolny świat walki,Vrije krijgswereld,Fria stridsvärlden,Fri kampverden,Fri kampverden,Vapaa taistelumaailma,Вільний світ бойових мистецтв,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100508,,Status,状态,状态,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100509,,Sunrise,太阳出来了。,太阳出来了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100510,,Sunset,太阳落山了。,太阳落山了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100511,,Target,目标,目标,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100512,,UpdateComplete,资源更新完成，准备进入游戏...,資源更新完成，準備進入遊戲...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100513,,UpdateComplete,资源下载完成，准备启动游戏...,资源下载完成，准备启动游戏...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100514,,Use,{sub}使用了{item}。,{sub}使用了{item}。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100515,,VersionCheckFailed,版本检查失败：{0}，请尝试重新启动,版本檢查失敗：{0}，請嘗試重新啟動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100516,,VersionCheckFailed,版本检测失败：{0}，请尝试重新打开游戏,版本检测失败：{0}，请尝试重新打开游戏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100517,,Volume,体积,体积,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100518,,WakeUp,{sub}醒了过来。,{sub}醒了过来。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100519,,Weight,重量,重量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100520,,WitnessAssault,住手！{criminal}！不要打人！,Stop! {criminal}! Don't hit people!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100521,,WitnessAssault,{criminal}住手！住手！,{criminal} stop! Stop!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100522,,WitnessAssault,{criminal}！不要动手！,{criminal}! Don't fight!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100523,,WitnessAssaultOfficer,大胆{criminal}！竟敢袭击执法者！,How dare {criminal}! Assaulting an officer!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100524,,WitnessAssaultOfficer,{criminal}！你这是袭警！住手！,{criminal}! This is assaulting an officer! Stop!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100525,,WitnessAssaultOfficer,住手{criminal}！不可冒犯执法者！,Stop {criminal}! You cannot offend officers!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100526,,WitnessAssaultOfficer,{criminal}！袭警是重罪！,{criminal}! Assaulting officers is a felony!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100527,,WitnessJailBreak,越狱犯{criminal}！站住！,Escapee {criminal}! Stop!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100528,,WitnessJailBreak,{criminal}！你在越狱！住手！,{criminal}! You're escaping! Stop!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100529,,WitnessJailBreak,{criminal}住手！不许逃跑！,{criminal} stop! Don't run away!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100530,,WitnessMurder,住手！{criminal}！你这个杀人犯！,Stop! {criminal}! You murderer!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100531,,WitnessMurder,{criminal}住手！不要杀人！,{criminal} stop! Don't kill!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100532,,WitnessMurder,杀人者{criminal}！住手！,Murderer {criminal}! Stop!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
